pmid,journal,doi,issn,publisher
19955313,J Virol,10.1128/JVI.01874-09,1098-5514,American Society for Microbiology
12489858,J Chromatogr A,10.1016/s0021-9673(02)01357-2,0021-9673,Elsevier BV
25844463,Mikrobiologiia,,0026-3656,Akademizdatcenter Nauka
21378357,Anticancer Res,,1791-7530,Anticancer Research USA Inc.
31559750,Sheng Wu Gong Cheng Xue Bao,10.13345/j.cjb.190055,1872-2075,Elsevier BV
24399005,Rom J Morphol Embryol,,2066-8279,Societatea Romana de Morfologie
25131864,Gan To Kagaku Ryoho,,0385-0684,
11222686,J Virol,10.1128/JVI.75.6.2634-2645.2001,0022-538X,American Society for Microbiology
20533260,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,10.3760/cma.j.issn.1003-9406.2010.0.004,1003-9406,
26464646,Int J Clin Exp Pathol,,1936-2625,e-Century Publishing Corporation
37389864,J Cell Biol,10.1083/jcb.202211025,1540-8140,Rockefeller University Press
35688054,Eur J Cell Biol,10.1016/j.ejcb.2022.151248,1618-1298,
11517331,Proc Natl Acad Sci U S A,10.1073/pnas.181354098,0027-8424,Proceedings of the National Academy of Sciences
11928517,Pac Symp Biocomput,,2335-6928,
12004145,Med Wieku Rozwoj,,,
19364428,Can J Urol,,1195-9479,
10828094,J Lipid Res,,0022-2275,Elsevier BV
12525003,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
11291544,Folia Biol (Krakow),,0015-5497,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences"
17008930,EMBO Rep,10.1038/sj.embor.7400817,1469-221X,Springer Science and Business Media LLC
10717642,J Comp Neurol,,0021-9967,Wiley
12377954,J Leukoc Biol,,0741-5400,Oxford University Press (OUP)
10739394,Thromb Haemost,,0340-6245,Georg Thieme Verlag KG
22497114,Guang Pu Xue Yu Guang Pu Fen Xi,,1000-0593,
11751457,Cell Growth Differ,,1044-9523,
29254293,J Biol Regul Homeost Agents,,0393-974X,
16741042,Exp Biol Med (Maywood),,1535-3702,Frontiers Media SA
10959688,Thromb Haemost,,0340-6245,Georg Thieme Verlag KG
12396077,Cell Mol Biol (Noisy-le-grand),,0145-5680,CMB Association
11877021,Zhonghua Xue Ye Xue Za Zhi,,0253-2727,
12934394,Hunan Yi Ke Da Xue Xue Bao,,1000-5625,
29083823,StatPearls,,,
19062713,Zhonghua Zhong Liu Za Zhi,,0253-3766,
29926068,Sheng Li Xue Bao,,0371-0874,
22525502,Zhonghua Gan Zang Bing Za Zhi,10.3760/cma.j.issn.1007-3418.2011.12.006,1007-3418,
16358981,Rocz Akad Med Bialymst,,,
21686211,Trans Am Clin Climatol Assoc,,0065-7778,
11990083,Pol J Pharmacol,,1230-6002,
17333920,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,,1001-5515,
11436645,Zhonghua Shi Yan He Lin Chuang Bing Du Xue Za Zhi,,1003-9279,
18166671,J Biomol Tech,,1524-0215,Association of Biomolecular Resource Facilities
20942053,Nihon Rinsho,,0047-1852,
11724296,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
33415003,Am J Cancer Res,,2156-6976,e-Century Publishing Corporation
12699691,Protein Expr Purif,10.1016/s1046-5928(02)00703-9,1046-5928,Elsevier BV
25553694,Pak J Pharm Sci,,1011-601X,"Faculty of Pharmacy and Pharmaceutical Sciences, University of Karachi"
15583822,Int J Mol Med,,1107-3756,Spandidos Publications
23145212,Am J Transl Res,,1943-8141,e-Century Publishing Corporation
26722458,Int J Clin Exp Pathol,,1936-2625,e-Century Publishing Corporation
11585728,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
11869130,Org Lett,,1523-7060,American Chemical Society (ACS)
18084163,Pediatr Endocrinol Rev,,1565-4753,
16990261,J Biol Chem,10.1074/jbc.M607703200,0021-9258,Elsevier BV
18051292,J Microbiol Biotechnol,,1017-7825,Korean Society for Microbiology and Biotechnology
11030224,Cytobios,,0011-4529,
11706196,Plant Physiol,,0032-0889,Oxford University Press (OUP)
11641953,Probl Tuberk,,0032-9533,
33534935,Angew Chem Int Ed Engl,10.1002/anie.202016105,1521-3773,Wiley
19996493,J Physiol Pharmacol,,1899-1505,
12036924,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
15724927,Ter Arkh,,0040-3660,Consilium Medicum
19893078,Gen Physiol Biophys,,0231-5882,"AEPress, s.r.o."
12054088,Curr Opin Investig Drugs,,1472-4472,
36284279,BMC Plant Biol,10.1186/s12870-022-03873-6,1471-2229,Springer Science and Business Media LLC
14503848,Mol Cells,,1016-8478,Elsevier BV
26585430,Eur Respir J,10.1183/13993003.01209-2015,1399-3003,European Respiratory Society (ERS)
18544747,Sci Signal,10.1126/scisignal.123pe27,1937-9145,American Association for the Advancement of Science (AAAS)
29991582,mBio,10.1128/mBio.01254-18,2150-7511,American Society for Microbiology
18803052,Zhonghua Wei Chang Wai Ke Za Zhi,,1671-0274,
10952992,J Biol Chem,10.1074/jbc.M007293200,0021-9258,Elsevier BV
11206325,Int J Dev Biol,,0214-6282,UPV/EHU Press
25874307,Klin Lab Diagn,,0869-2084,EKOlab
12325012,Chembiochem,10.1002/1439-7633(20020603)3:6<559::AID-CBIC559>3.0.CO;2-#,1439-4227,Wiley
37694837,Histol Histopathol,10.14670/HH-18-656,1699-5848,
15354540,Biomed Khim,,2310-6972,Institute of Biochemistry
24061741,Acta Chim Slov,,1318-0207,Slovenian Chemical Society
11894409,Verh Dtsch Ges Pathol,,0070-4113,
10978325,J Biol Chem,10.1074/jbc.M004840200,0021-9258,Elsevier BV
11042112,Biochem J,,0264-6021,Portland Press Ltd.
31938111,Int J Clin Exp Pathol,,1936-2625,e-Century Publishing Corporation
11827177,Mol Cell Biochem,,0300-8177,Springer Science and Business Media LLC
11289149,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
33799994,Int J Mol Sci,10.3390/ijms22052691,1422-0067,MDPI AG
10620758,Biotechnol Bioeng,,0006-3592,Wiley
14522900,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
15807254,Sichuan Da Xue Xue Bao Yi Xue Ban,,1672-173X,
16625837,J Endocrinol Invest,,0391-4097,Springer Science and Business Media LLC
19137103,J Biomol Tech,,1943-4731,Association of Biomolecular Resource Facilities
35271481,Georgian Med News,,1512-0112,
22377736,Dis Markers,10.3233/DMA-2011-0877,1875-8630,Hindawi Limited
19916164,Protein Sci,10.1002/pro.284,1469-896X,Wiley
26320860,Chem Biol,10.1016/j.chembiol.2015.07.018,1879-1301,
22669090,J Cardiovasc Surg (Torino),,1827-191X,Edizioni Minerva Medica
37087553,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
33155208,Eur Rev Med Pharmacol Sci,10.26355/eurrev_202010_23405,2284-0729,
12481435,Mol Cancer Ther,,1535-7163,American Association for Cancer Research (AACR)
24119999,Zhonghua Kou Qiang Yi Xue Za Zhi,,1002-0098,
22649647,Acta Naturae,,2075-8251,Acta Naturae Ltd
19831042,Nat Prod Commun,,1934-578X,SAGE Publications
17700972,Sheng Li Xue Bao,,0371-0874,
11358992,J Leukoc Biol,,0741-5400,Oxford University Press (OUP)
11156371,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
12149425,J Leukoc Biol,,0741-5400,Oxford University Press (OUP)
23922494,Mol Vis,,1090-0535,
12792823,Int J Mol Med,,1107-3756,Spandidos Publications
12510866,J Physiol Pharmacol,,0867-5910,
22117439,Biofizika,,0006-3029,Pleiades Publishing Ltd
10910469,Teratog Carcinog Mutagen,10.1002/1520-6866(2000)20:4<171::aid-tcm1>3.0.co;2-j,0270-3211,Wiley
21598686,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
23628031,Zhongguo Shi Yan Xue Ye Xue Za Zhi,10.7534/j.issn.1009-2137.2013.02.019,1009-2137,
22428127,Acta Biochim Pol,,1734-154X,Frontiers Media SA
16061001,Zhonghua Yi Xue Za Zhi,,0376-2491,
19145972,Prikl Biokhim Mikrobiol,,0555-1099,Akademizdatcenter Nauka
16490206,J Mol Biol,10.1016/j.jmb.2006.01.034,0022-2836,Elsevier BV
26021169,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
23097088,J Endocrinol,10.1530/JOE-12-0434,1479-6805,Bioscientifica
19137061,Mol Vis,,1090-0535,
21575455,Zhonghua Zhong Liu Za Zhi,,0253-3766,
31511649,Sci Rep,10.1038/s41598-019-49583-2,2045-2322,Springer Science and Business Media LLC
29764579,Zhongguo Dang Dai Er Ke Za Zhi,10.7499/j.issn.1008-8830.2018.05.013,1008-8830,
16116206,J Immunol,10.4049/jimmunol.175.5.3157,0022-1767,The American Association of Immunologists
20465001,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
18825976,Mikrobiologiia,,0026-3656,Akademizdatcenter Nauka
15640858,Zhonghua Shi Yan He Lin Chuang Bing Du Xue Za Zhi,,1003-9279,
12941802,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
12697128,Zhonghua Xue Ye Xue Za Zhi,,0253-2727,
11196175,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
20306696,Egypt J Immunol,,1110-4902,Egyptian Association of Immunologists
11783333,Zhongguo Zhong Xi Yi Jie He Za Zhi,,1003-5370,
14678994,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
23749904,Anticancer Res,,1791-7530,Anticancer Research USA Inc.
11085533,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
11431431,Invest Ophthalmol Vis Sci,,0146-0404,Association for Research in Vision and Ophthalmology (ARVO)
36730375,Anticancer Drugs,10.1097/CAD.0000000000001414,1473-5741,
26333121,Folia Biol (Praha),,0015-5500,"Charles University in Prague, Karolinum Press"
22720339,Sci Signal,,1937-9145,American Association for the Advancement of Science (AAAS)
24491004,J Coll Physicians Surg Pak,,1681-7168,College of Physicians and Surgeons Pakistan
15375592,Int J Mol Med,,1107-3756,Spandidos Publications
25151986,Clin Exp Rheumatol,,0392-856X,Clinical and Experimental Rheumatology
27559289,Mol Vis,,1090-0535,
15346962,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
21806887,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
18211745,J Biol Regul Homeost Agents,,0393-974X,
26842750,Cancer Immunol Res,10.1158/2326-6066.CIR-15-0200-T,2326-6074,American Association for Cancer Research (AACR)
16211257,Int J Mol Med,,1107-3756,Spandidos Publications
15210858,Mol Cancer Ther,,1535-7163,American Association for Cancer Research (AACR)
11069922,J Biol Chem,10.1074/jbc.M008972200,0021-9258,Elsevier BV
36725219,Zhongguo Zhong Yao Za Zhi,10.19540/j.cnki.cjcmm.20220905.707,1001-5302,China Journal of Chinese Materia Medica
17426709,Mol Ther,10.1038/sj.mt.6300169,1525-0016,Elsevier BV
12496362,Mol Cancer Res,,1541-7786,American Association for Cancer Research (AACR)
10779414,Blood,,0006-4971,American Society of Hematology
12174724,Berl Munch Tierarztl Wochenschr,,0005-9366,
12774502,Mikrobiol Z,,1028-0987,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka)
17343782,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
27192829,Biofizika,,0006-3029,Pleiades Publishing Ltd
31038387,J Parasitol,,1937-2345,American Society of Parasitologists
20369581,Arkh Patol,,0004-1955,Media Sphere Publishing Group
34849385,Data Brief,10.1016/j.dib.2021.107596,2352-3409,Elsevier BV
11691783,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
25852227,Can J Vet Res,,1928-9022,
20510007,Zhonghua Gan Zang Bing Za Zhi,10.3760/cma.j.issn.1007-3418.2010.05.017,1007-3418,
31966365,Int J Clin Exp Pathol,,1936-2625,e-Century Publishing Corporation
35112334,Histol Histopathol,10.14670/HH-18-427,1699-5848,
10947967,Biochem J,,0264-6021,Portland Press Ltd.
32196577,Eur Rev Med Pharmacol Sci,10.26355/eurrev_202003_20492,2284-0729,
36604881,Zhongguo Zhong Yao Za Zhi,10.19540/j.cnki.cjcmm.20220714.101,1001-5302,China Journal of Chinese Materia Medica
11431367,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
21268340,Biofizika,,0006-3029,Pleiades Publishing Ltd
25790677,Zhongguo Zhong Xi Yi Jie He Za Zhi,,1003-5370,
23356131,Lik Sprava,,1019-5297,LLC Information and Research Center Likarska Sprava
18950011,Lin Chuang Er Bi Yan Hou Tou Jing Wai Ke Za Zhi,,2096-7993,
11459228,Mol Cells,,1016-8478,Elsevier BV
11181089,Biochem Biophys Res Commun,10.1006/bbrc.2001.4398,0006-291X,Elsevier BV
23805667,Zh Mikrobiol Epidemiol Immunobiol,,0372-9311,Central Research Institute for Epidemiology
16365880,Ann Neurol,10.1002/ana.20729,0364-5134,Wiley
16355537,Novartis Found Symp,,1528-2511,
19847364,Sheng Li Xue Bao,,0371-0874,
17487411,Oncol Rep,,1021-335X,Spandidos Publications
15876961,Med Oral Patol Oral Cir Bucal,,1698-6946,"Medicina Oral, S.L."
29375042,J Physiol Pharmacol,,1899-1505,
18297874,Mikrobiologiia,,0026-3656,Akademizdatcenter Nauka
27187193,Immunohematology,,0894-203X,Walter de Gruyter GmbH
15647844,Int J Mol Med,,1107-3756,Spandidos Publications
15341128,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
15809730,Int J Oncol,,1019-6439,Spandidos Publications
33501796,Sheng Wu Gong Cheng Xue Bao,10.13345/j.cjb.200237,1872-2075,Elsevier BV
15977818,Genetika,,0016-6758,Akademizdatcenter Nauka
35559420,Am J Transl Res,,1943-8141,e-Century Publishing Corporation
11804329,Mol Cells,,1016-8478,Elsevier BV
26750021,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,,1002-1892,
11951087,Mol Vis,,1090-0535,
20184142,Biofizika,,0006-3029,Pleiades Publishing Ltd
33928604,Eur Rev Med Pharmacol Sci,10.26355/eurrev_202104_25727,2284-0729,
22773582,In Vivo,,1791-7549,Anticancer Research USA Inc.
17101774,Mol Cell Biol,10.1128/MCB.01299-06,0270-7306,Informa UK Limited
18338572,Wei Sheng Wu Xue Bao,,0001-6209,China Science Publishing & Media Ltd.
11325832,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
25973293,Am J Cancer Res,,2156-6976,e-Century Publishing Corporation
33236603,Sichuan Da Xue Xue Bao Yi Xue Ban,10.12182/20201160503,1672-173X,
33193236,Front Microbiol,10.3389/fmicb.2020.586285,1664-302X,Frontiers Media SA
12516399,Hunan Yi Ke Da Xue Xue Bao,,1000-5625,
22883269,Zhonghua Liu Xing Bing Xue Za Zhi,,0254-6450,
10757754,Genetics,10.1093/genetics/154.3.1069,0016-6731,Oxford University Press (OUP)
22800423,Zhonghua Yan Ke Za Zhi,,0412-4081,
14744377,Zhonghua Er Ke Za Zhi,,0578-1310,
31060674,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,10.3881/j.issn.1000-503X.10674,1000-503X,
16496041,Acta Biochim Pol,,0001-527X,Frontiers Media SA
33015801,Eur Rev Med Pharmacol Sci,10.26355/eurrev_202009_23046,2284-0729,
35633333,Wiad Lek,10.36740/WLek202204215,0043-5147,ALUNA
17295719,Alcohol Clin Exp Res,10.1111/j.1530-0277.2006.00331.x,0145-6008,Wiley
10688037,J Urol,,0022-5347,Ovid Technologies (Wolters Kluwer Health)
19351039,Biomed Khim,,2310-6972,Institute of Biochemistry
11155228,Biofizika,,0006-3029,Pleiades Publishing Ltd
16361898,J Trauma,,0022-5282,Ovid Technologies (Wolters Kluwer Health)
12920832,Beijing Da Xue Xue Bao Yi Xue Ban,,1671-167X,
11168526,Eur J Neurosci,,0953-816X,Wiley
22040489,Chin Med J (Engl),,2542-5641,Ovid Technologies (Wolters Kluwer Health)
15655353,Cell Cycle,,1551-4005,Informa UK Limited
36243986,Nucleic Acids Res,10.1093/nar/gkac897,1362-4962,Oxford University Press (OUP)
31800180,Adv Gerontol,,1561-9125,Saint Petersburg Institute of Bioregulation and Gerontology
21954642,Lik Sprava,,1019-5297,LLC Information and Research Center Likarska Sprava
12518221,Sheng Wu Hua Xue Yu Sheng Wu Wu Li Xue Bao (Shanghai),,0582-9879,
22471451,Asian Pac J Cancer Prev,,2476-762X,EpiSmart Science Vector Ltd
11517661,Tsitologiia,,0041-3771,Pleiades Publishing Ltd
23895834,Nan Fang Yi Ke Da Xue Xue Bao,,1673-4254,
30243715,Biochem Biophys Res Commun,10.1016/j.bbrc.2018.09.088,1090-2104,
16355538,Novartis Found Symp,,1528-2511,
23150584,Proc Natl Acad Sci U S A,10.1073/pnas.1213897109,1091-6490,Proceedings of the National Academy of Sciences
20942002,Nihon Rinsho,,0047-1852,
22428149,Acta Biochim Pol,,1734-154X,Frontiers Media SA
19331142,Anticancer Res,,0250-7005,Anticancer Research USA Inc.
31497209,Am J Transl Res,,1943-8141,e-Century Publishing Corporation
32986337,Vopr Pitan,10.24411/0042-8833-2020-10057,0042-8833,Geotar-Media Publishing Group
24241172,Biosci Trends,,1881-7823,International Research and Cooperation Association for Bio & Socio-Sciences Advancement (IRCA-BSSA)
15865215,Antivir Ther,,1359-6535,SAGE Publications
26524058,Zhongguo Shi Yan Xue Ye Xue Za Zhi,10.7534/j.issn.1009-2137.2015.05.046,1009-2137,
12813408,Mol Vis,,1090-0535,
16819301,Mol Cells,,1016-8478,Elsevier BV
21843439,Rev Fac Cien Med Univ Nac Cordoba,,0014-6722,Universidad Nacional de Cordoba
10677365,Biochem J,,0264-6021,Portland Press Ltd.
10706880,Blood,,0006-4971,American Society of Hematology
12615699,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
34105460,Zhongguo Shi Yan Xue Ye Xue Za Zhi,10.19746/j.cnki.issn.1009-2137.2021.03.008,1009-2137,
12359754,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
15555427,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,,1007-8738,
12500177,Mol Vis,,1090-0535,
21768091,J Biol Chem,10.1074/jbc.M111.273607,1083-351X,Elsevier BV
11642117,Genetika,,0016-6758,Akademizdatcenter Nauka
22884151,Chin Med J (Engl),,2542-5641,Ovid Technologies (Wolters Kluwer Health)
24534232,Chin Med J (Engl),,2542-5641,Ovid Technologies (Wolters Kluwer Health)
12109895,Contemp Top Lab Anim Sci,,1060-0558,
18677094,Mol Cells,,1016-8478,Elsevier BV
19347047,Mol Vis,,1090-0535,
11873909,J Mol Microbiol Biotechnol,,1464-1801,S. Karger AG
14714526,Biofizika,,0006-3029,Pleiades Publishing Ltd
37052973,Altern Ther Health Med,,1078-6791,
12916471,Recept Channels,,1060-6823,Informa UK Limited
11774608,Adv Exp Med Biol,,0065-2598,Springer US
19661331,Anticancer Res,,1791-7530,Anticancer Research USA Inc.
14682392,Cell Mol Biol (Noisy-le-grand),,0145-5680,CMB Association
20593029,PLoS One,10.1371/journal.pone.0011328,1932-6203,Public Library of Science (PLoS)
17672343,Zhongguo Zhong Yao Za Zhi,,1001-5302,China Journal of Chinese Materia Medica
26107502,Cell Mol Biol (Noisy-le-grand),,1165-158X,CMB Association
21033342,Biofizika,,0006-3029,Pleiades Publishing Ltd
31826534,Zhonghua Jie He He Hu Xi Za Zhi,10.3760/cma.j.issn.1001-0939.2019.12.006,1001-0939,
11023516,Blood,,0006-4971,American Society of Hematology
29027453,Sheng Wu Gong Cheng Xue Bao,10.13345/j.cjb.160145,1000-3061,
10898795,Genes Dev,,0890-9369,Cold Spring Harbor Laboratory
36713254,ArXiv,,2331-8422,
16212053,Biofizika,,0006-3029,Pleiades Publishing Ltd
29970440,Ann Clin Lab Sci,,1550-8080,
11800015,Biochem Cell Biol,,0829-8211,Canadian Science Publishing
31218856,Hua Xi Kou Qiang Yi Xue Za Zhi,10.7518/hxkq.2019.03.004,2618-0456,
17334647,Int J Mol Med,,1107-3756,Spandidos Publications
23018505,Trop Biomed,,2521-9855,Malaysian Society of Parasitology and Tropical Medicine
29416926,Am J Cancer Res,,2156-6976,e-Century Publishing Corporation
20173062,Appl Environ Microbiol,10.1128/AEM.01463-09,1098-5336,American Society for Microbiology
25560505,Chirurgia (Bucur),,1221-9118,Celsius Publishing House
22838217,Roum Arch Microbiol Immunol,,1222-3891,Institutul National de Cercetare Dezvoltare Medico-Militara &quot;Cantacuzino&quot;
12635574,Allergy Asthma Proc,,1088-5412,Oceanside Publications Inc.
16758864,Mikrobiologiia,,0026-3656,Akademizdatcenter Nauka
30403600,Cell Mol Biol (Noisy-le-grand),,1165-158X,CMB Association
18226346,Zhonghua Gan Zang Bing Za Zhi,,1007-3418,
11439907,Jpn J Antibiot,,0368-2781,
14704122,Acta Pharmacol Sin,,1671-4083,Springer Science and Business Media LLC
19001833,Medicina (Kaunas),,1648-9144,MDPI AG
17348196,Zhongguo Zhong Yao Za Zhi,,1001-5302,China Journal of Chinese Materia Medica
12043057,Tidsskr Nor Laegeforen,,0029-2001,Norwegian Medical Association
27386437,Int J Mol Cell Med,,2251-9637,
36119839,Am J Cancer Res,,2156-6976,e-Century Publishing Corporation
17203175,Oncol Rep,,1021-335X,Spandidos Publications
23150805,Acta Naturae,,2075-8251,Acta Naturae Ltd
27296299,J Biomed Semantics,10.1186/s13326-016-0067-z,2041-1480,Springer Science and Business Media LLC
12469628,Ter Arkh,,0040-3660,Consilium Medicum
19718979,Bull Acad Natl Med,,0001-4079,Elsevier BV
20873608,Ying Yong Sheng Tai Xue Bao,,1001-9332,
12740567,Mol Vis,,1090-0535,
12684705,Int J Mol Med,,1107-3756,Spandidos Publications
26859959,Prikl Biokhim Mikrobiol,,0555-1099,Akademizdatcenter Nauka
25850303,Mol Biol (Mosk),,0026-8984,Akademizdatcenter Nauka
12428099,Thromb Haemost,,0340-6245,Georg Thieme Verlag KG
15995630,Exp Oncol,,1812-9269,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications)
26218510,Mol Imaging,,1536-0121,SAGE Publications
12974331,J Submicrosc Cytol Pathol,,1122-9497,
18156775,J Microbiol Biotechnol,,1017-7825,Korean Society for Microbiology and Biotechnology
17143789,Zhonghua Wei Chang Wai Ke Za Zhi,,1671-0274,
15030085,Afr J Med Med Sci,,0309-3913,
30378342,Sichuan Da Xue Xue Bao Yi Xue Ban,,1672-173X,
30697364,Int J Physiol Pathophysiol Pharmacol,,1944-8171,e-Century Publishing Corporation
12702563,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
11034081,Cancer Res,,0008-5472,American Association for Cancer Research (AACR)
11811062,Bioorg Khim,,0132-3423,Akademizdatcenter Nauka
11206324,Int J Dev Biol,,0214-6282,UPV/EHU Press
18062248,Wei Sheng Wu Xue Bao,,0001-6209,China Science Publishing & Media Ltd.
38275291,Oncotarget,10.18632/oncotarget.28544,1949-2553,"Impact Journals, LLC"
15969062,Sheng Wu Gong Cheng Xue Bao,,1000-3061,
25914735,J Med Life,,1844-3117,S.C.  JURNALUL PENTRU MEDICINA SI VIATA S.R.L
20569278,J Cell Mol Med,10.1111/j.1582-4934.2009.00677.x,1582-4934,Wiley
34622637,Sheng Wu Gong Cheng Xue Bao,10.13345/j.cjb.200709,1872-2075,Elsevier BV
25941716,Mikrobiologiia,,0026-3656,Akademizdatcenter Nauka
20891039,Klin Lab Diagn,,0869-2084,EKOlab
17543180,Chin Med J (Engl),,0366-6999,Ovid Technologies (Wolters Kluwer Health)
