pmid,issn
19638616,1937-9145
23251691,1932-6203
23418611,1936-5233
33079993,1552-5783
24978199,1932-6203
34863059,1873-2690
34846859,1944-8252
30261309,1096-0279
35495118,2001-0370
14557257,0021-9258
12451174,0027-8424
35513125,1523-1755
28535373,1878-1551
23847025,1097-0061
26738774,1873-2399
33374166,2077-0375
34544866,1091-6490
35052431,2073-4425
12386337,1095-9203
35219693,1096-0007
19442658,1090-2422
37951518,1878-1454
33639632,1735-5249
22544872,1460-2156
15823571,0006-291X
24152230,1574-6968
27902398,1473-5644
22927437,1083-351X
32502153,1553-7404
10724337,0300-8177
34117224,2041-1723
19236722,1472-6807
11694888,1072-8368
11585446,0022-2623
18055462,0021-9258
31766217,2218-273X
21866175,2041-4889
16229987,0891-0618
19557000,1469-3178
33888841,2045-2322
36993178,2692-8205
11078882,0014-5793
23657293,1477-9234
29610274,1083-351X
26589551,1532-298X
25098771,2160-1836
35524269,1746-160X
34259628,2050-084X
24351082,1557-8100
11174714,0039-6060
11964093,0967-1994
18442972,0021-9258
22869792,1528-0020
34507348,1932-6203
16908004,0003-2697
16055714,0270-7306
23035046,1946-6242
18076038,1097-0134
12398932,0891-5849
17546029,1061-4036
30481304,1460-2083
37171960,2211-1247
11577099,0021-9258
20039681,1520-6882
20453765,1529-8809
18304426,1007-3418
32076790,1618-2650
12593473,1433-6510
20348012,1878-5875
25151136,1552-4469
37474013,1089-8646
18802665,1573-0646
21940186,1873-4243
21880777,1098-5514
19678838,1742-4658
24739077,1520-5207
37068230,1091-6490
30510222,1529-2916
21059958,1091-6490
14742420,0021-9258
21225479,1559-0720
30278283,1873-5835
28719631,1932-6203
37772788,2050-084X
24726323,1097-4164
16518398,1545-9993
25631773,1528-0020
11074346,0891-0618
12006658,1059-1524
10871633,0021-9258
27208171,1470-8728
12718913,1525-0016
23506478,1557-7465
21674243,1432-0827
17324928,0021-9258
27109360,1791-2431
37095097,2041-1723
30397328,1552-4469
11231579,1465-7392
32537474,2314-7156
29856605,1520-6882
25720979,1879-0089
37819040,1465-2080
17478723,1095-9203
15240567,0021-9525
12559911,0022-2836
27243975,1932-6203
25953348,1477-9129
24723985,1838-7640
12852788,1470-8728
24771327,1439-7633
30198883,2053-230X
24043802,1091-6490
20608180,0026-8984
31744143,1422-0067
18701694,1529-2401
14596612,0006-2960
18680105,1098-2744
17388439,1520-6106
25786126,1932-6203
21590771,1096-9896
11134895,0891-5849
15078557,0953-816X
26765785,1521-0499
31983433,1090-2104
20392126,1520-510X
16951171,1538-7445
20215113,1083-351X
23832089,1546-170X
30414502,1879-260X
27315173,1932-6203
22561231,0006-3002
23991040,1932-6203
20133584,1091-6490
20361791,1520-4995
34432241,1940-6029
14681208,0890-9369
15845538,0021-9258
22613204,1090-2104
34715128,1083-351X
33498827,1422-0067
19579266,1473-5741
18948593,1091-6490
19809679,1463-9076
11264288,0021-9258
11170055,0146-6615
38159835,1872-7980
16800527,1520-6106
30731323,2162-2531
16707475,0008-5472
17545547,1078-0432
18925875,1470-8728
26338773,1362-4962
15956332,0952-5041
34871989,1618-1328
24885170,1471-2164
25846271,1097-0134
23201281,1096-0279
11961226,1096-6080
38190228,1744-6848
12428225,0004-3591
18021773,0014-4894
12791980,1095-9203
25987634,1098-6596
22750453,1872-7573
17289568,0092-8674
37349576,2399-3642
15345652,1524-4571
10797009,0036-8075
19818331,1090-2104
20714879,1672-0733
22315224,1083-351X
16631606,0006-291X
17126599,1471-4906
18006492,1535-9484
22696296,1477-9129
33328633,1476-4687
12682061,0021-9258
28248104,1520-4804
22020553,1552-4469
26212702,1097-4644
31667096,2215-0161
32694133,1532-2548
19564683,1399-0047
22439294,0091-2174
32571933,1091-6490
11953390,0019-9567
23135547,1096-0929
15004330,1387-2877
12756272,0022-1007
12162958,0022-2836
32244971,1422-0067
33742136,1476-5403
12961752,0749-503X
15289579,1362-4962
23640757,1532-2548
29356846,0724-6145
35549704,1741-7007
36183636,1873-4367
25123664,1362-4962
22452550,1744-2818
10759778,0009-9104
23386560,1464-3553
27207537,1939-327X
23593923,1526-4602
37795988,2150-7511
12626883,1525-4135
36210597,1089-8638
20960464,1097-4687
14626446,1079-9893
23064115,1555-8584
22588127,1873-3913
23624517,1742-2051
14747557,0022-538X
26178980,1098-5514
28520412,1520-4995
29764192,1940-4034
38163844,1748-7838
11862124,0160-2446
18378892,1091-6490
17911659,1660-4601
35896744,1476-4687
23401852,1098-5549
18953287,1469-3178
33530021,1464-3391
27171858,1554-8635
37729202,1091-6490
12639122,0020-1669
21146842,1873-3700
33767707,1664-3224
37886750,2405-8440
12963495,0006-2952
21482179,1873-3557
36882522,1476-5594
19651193,1879-0038
21321534,1530-0307
14706285,0143-4160
34342954,0289-0003
25015231,1559-1166
22945643,1476-5594
11264372,0022-538X
15455055,1536-2442
19915611,1476-5594
24915878,1464-3405
12193630,0021-9193
26503043,1476-4687
19828451,1083-351X
23986569,1529-7268
17164244,0021-9258
35103034,0366-6352
27139570,1872-7573
16159822,1524-4539
20583874,1557-8585
18095640,1043-1802
26858196,1520-4995
31983428,1090-2104
33523892,2375-2548
10636876,0021-9258
33354999,1549-7852
25486568,1551-4005
15130416,0578-1426
34245266,1460-2423
21343306,1083-351X
33812559,1879-0909
24829353,1098-5514
22158970,1098-5549
15655261,0895-8696
27091841,1540-9538
31835667,1422-0067
22431161,1098-1136
11350919,1078-0432
21868413,1460-2091
15150239,0021-9193
16263794,0006-4971
18622733,0167-4412
15304749,0273-2289
18977979,1098-4275
17625073,1530-6860
26424850,1362-4962
28400492,1532-298X
31577284,1477-9234
11523986,0006-2960
33333383,1095-8673
34309923,1530-6860
10793191,0006-8993
17448585,0300-483X
25139900,2150-7511
31207309,1879-0631
37552619,1520-6882
10959706,0340-6245
24136403,1756-591X
38354260,1091-6490
16954377,0270-7306
20668556,1932-6203
31356628,1545-7885
25268596,1932-6203
11709842,1525-7797
20204791,0065-2598
32747557,1091-6490
34419065,1475-2867
35511947,1095-9203
24104477,1744-4292
32716926,1553-7404
33660361,1099-1352
17010384,0022-5193
20435134,1089-8646
37473881,1879-0003
18570438,1520-4995
37103612,0948-5023
20413593,1083-351X
11265758,1469-221X
12504111,0006-291X
24940001,2050-084X
21980448,1932-6203
12665666,1530-7905
12218046,0021-9258
19340014,1523-1747
23722909,1558-8238
34710136,1932-6203
34172788,2045-2322
16615916,0969-2126
17573185,0303-7207
25412686,2041-1723
20629175,1469-896X
19409896,1090-2430
26286750,1083-351X
23928053,1873-4367
12556449,0021-9258
30520734,2050-084X
14514695,0021-9258
16149049,0730-2312
16624861,1059-1524
21858212,1932-6203
11178915,0022-2836
20097763,1083-351X
28418862,1949-2553
20179326,1083-351X
21419150,1096-0333
16115051,0303-6987
15941986,1350-0872
16369485,1545-9993
16766674,0032-0889
22659570,1638-6183
17123104,0032-0935
12713442,0264-6021
19513078,1532-1827
22464730,1097-4164
25855902,1530-0293
27382987,1533-3450
31100215,1872-6240
16840699,1095-9203
14984253,0724-8741
34718721,1362-4962
20142476,1091-6490
33351612,1520-5126
37463568,2192-2659
29696019,1664-3224
12831456,0968-0519
12660149,0363-6143
31778769,1872-7972
12921996,0168-1702
34102455,1476-5586
15886397,1535-9476
36689050,1573-4978
33995437,1664-462X
30940726,1083-351X
38230441,1538-0254
19220884,1756-8722
23532979,2150-7511
32654316,1530-6860
26516916,2072-6651
23261466,1090-2104
17511609,0006-2979
19799851,1096-0309
35887436,2309-608X
18385236,1098-5514
23018193,1750-2799
24028405,1520-5126
21194476,1741-7007
15140795,0006-3363
27451393,1083-351X
11745502,0020-7136
31295506,1873-2399
16538483,0948-5023
33995406,1664-3224
17197699,0021-9258
26107816,1932-6203
16515543,0022-3042
24397869,1554-8937
25871347,1535-3907
26780295,1462-5822
12614569,1043-0342
11027631,0006-291X
14527952,0021-9258
36682462,1872-7492
34548404,1091-6490
22588437,0975-4466
31177095,1083-351X
32635537,1422-0067
21752107,1365-2958
16829512,0021-9258
23575224,1460-2083
33232941,1361-6528
29536300,1608-3091
25313007,1582-4934
34478647,1097-4164
25438250,1932-6203
14741223,0022-2836
16506234,1097-0134
16651389,0022-1554
23349025,1097-0134
21742771,1538-7445
23817354,1540-0514
31322241,1791-3004
30589073,1097-4652
30155091,2041-6520
28807830,1090-2104
26586190,1095-9203
25117684,1878-1551
17456829,1539-4182
24057216,1362-4962
11939779,0006-2960
15277698,1066-5099
28819842,1940-6029
25133614,1932-6203
10924518,0021-9258
11861662,0022-2275
27325381,1861-471X
22645128,1083-351X
11879197,0264-6021
27542005,2166-1030
18778094,1535-3893
11521598,0869-2084
18436275,0042-6822
22302830,1530-6860
21856460,1876-7737
27730210,2375-2548
33415828,1865-1682
22883624,1097-4164
33410911,1362-4962
16492152,1747-0277
22796738,1361-6528
24204825,1932-6203
25040996,2476-762X
21573757,1432-1424
17181147,0022-2623
12122574,0895-8378
18417696,1529-2401
22258283,1364-548X
35411054,2041-1723
16272295,0022-1767
10924517,0021-9258
12499365,0021-9258
31406303,1476-5403
34245633,1442-200X
12022882,0006-2960
15897894,0950-9232
33133644,2058-7716
20702628,1098-5514
36711672,2692-8205
15766871,1046-5928
18082611,1097-2765
22000077,1873-4367
21282463,1540-8140
22171258,1098-5514
30148452,1952-4005
10875438,0145-5680
25941166,1476-5403
34360553,1422-0067
16644675,0012-1797
25510432,1476-5551
17350276,0969-9961
31182839,2055-0278
31730699,2473-9537
11156408,0008-5472
20861264,1098-5514
31804603,2045-2322
19784753,1435-1463
24702320,1936-086X
36131956,2516-0230
16990132,0092-8674
18591193,1367-4811
23159005,1879-2448
30703743,1878-5905
36076954,1422-0067
29947891,1432-0738
26024409,2164-554X
38342289,1873-3700
19350681,1549-4918
35956550,2223-7747
21784930,1098-5530
21807902,1098-5549
15110908,0895-7061
15456945,0895-8696
15774859,1524-4571
26046838,1932-6203
19011999,1355-008X
25456852,1950-6007
16170022,1535-7163
17510240,0013-7227
19124725,1550-6606
27193083,2051-5960
17522219,0022-538X
12498985,0891-5849
25405894,2041-1723
21829742,1935-2735
25431952,1949-2553
26461302,1873-4596
15653571,1524-4571
22064362,1873-4596
15669919,1470-8728
21949245,1091-6490
22009152,1937-9145
38198522,1553-7404
29330428,2041-1723
31962043,1520-6882
10775329,0893-228X
18649172,1532-4184
10862713,0021-9533
22594280,0006-3029
15342402,0008-5472
24270093,1095-8541
26494790,1549-5477
26373454,1532-298X
30183257,1520-4995
11809820,1059-1524
28011644,1083-351X
25446854,1872-7786
19816199,1554-6578
26686514,1531-8257
17763712,1001-9332
21793099,1097-0177
36593274,1552-4469
20923653,1542-0086
31202709,1090-2422
35675814,1097-4164
29293453,2768-6698
16936108,0146-0404
20033646,1940-6029
12146968,0006-2960
21597483,1476-5454
15667288,0300-5127
32023453,2211-1247
34755875,1532-298X
18007655,1469-221X
20923569,1471-2172
26460481,2158-3188
18550038,0009-2797
31105782,1792-0981
17616844,0300-9564
30742075,1476-4687
11927386,0022-0795
12711473,0140-6736
34262145,1476-5403
24385428,1083-351X
19765820,1878-5905
21454570,1083-351X
27217573,1091-6490
28428278,1538-7445
20958070,1520-5126
35371137,1664-462X
12678502,1420-682X
15155892,1040-4651
15942872,0022-1260
22153504,1878-4186
26341641,1867-1314
38540765,2218-273X
31228453,1879-0712
35697476,2573-7732
23981041,1532-2513
31969393,1083-351X
30735509,1932-6203
31364047,1940-6029
36947483,1948-7185
20649795,1365-2133
33636311,1090-2139
26134573,1083-351X
18461991,1520-6106
29359008,1942-0994
11416198,0027-8424
23800076,1743-422X
23685455,1476-4687
14536070,1097-2765
23095236,1755-5949
24044220,1003-9279
17148469,1460-2156
25998554,1554-8635
20856870,1932-6203
17526530,1362-4962
23933698,2520-8721
19666574,1091-6490
31391550,1476-5594
16730772,0042-6822
22086285,1552-4469
19736946,1520-4995
23557376,1535-3907
32426857,1365-2958
38008382,1995-820X
15893960,1537-1891
15199099,0021-9533
27642162,1878-4186
27438186,1520-4804
32456321,1422-0067
22178189,1872-8359
22272748,1520-4804
23157297,1608-3040
20361787,1520-5126
26729194,1423-0380
12062475,0006-8993
26070890,1879-0984
29535164,1524-4571
11980917,0021-9525
24585057,1432-1424
32344706,1420-3049
32622608,1525-3198
34339948,1568-7856
36584291,1520-4995
11914374,0021-9258
18585879,0378-8741
34132375,1791-244X
22365848,1879-0445
25748820,1553-7404
16232318,1742-2094
32511232,1553-7358
15182180,0006-2960
35829618,1555-8584
18785921,1600-0854
28196602,1090-2120
15095980,0022-2836
36716363,1091-6490
22582495,1433-6510
26814433,1949-2553
27222471,2150-7511
34362424,1756-9966
18536718,1529-2916
14653757,0002-7863
11158523,0031-3998
25421847,1756-0500
26743630,1875-5305
26718497,1939-327X
28704236,1473-5741
30073458,1434-9949
31078268,1090-2104
18703876,1421-9980
29269218,1095-564X
29237752,1091-6490
25195910,2053-230X
10691617,0021-8561
17875935,1098-5549
22406169,1096-0341
25451264,1090-2104
16540522,1059-1524
30056561,1573-5079
37298726,1422-0067
15333023,1538-7933
37672843,1873-2534
28541476,1460-2083
17366475,1615-9853
19946931,1860-7187
24788790,1932-6203
20826815,1083-351X
35274008,2296-889X
30738094,1879-0038
19920129,1362-4962
22869872,1527-7755
34503512,1423-0127
11222730,0022-538X
14597658,1088-9051
19852838,1472-6807
14630344,0168-0102
27936493,1097-0134
12393660,0006-4971
38351103,2041-1723
11158123,0095-1137
19332121,1095-953X
34299330,1422-0067
37254638,1474-9726
21814512,1553-7374
18612413,1932-6203
17197696,0021-9258
15830372,1058-8388
12403808,0021-9525
36122241,1091-6490
15781114,0161-5890
36876503,1460-9568
12466530,1362-4962
14984257,0724-8741
20727352,1873-3468
20145620,1532-1827
28985758,1756-8722
20729862,1545-9985
11170378,0006-2960
21501873,1872-9142
29734003,1752-9867
15732469,0910-6340
31006511,1537-6605
16569430,0142-9612
21698211,1932-6203
29309427,1553-7374
21632560,1465-2099
35278961,1873-3336
37097169,1098-5514
31464730,1473-5830
19041170,1873-4200
15944401,0021-9533
18487475,1935-5548
36076230,1477-3155
29564326,2296-2646
28067429,1097-4644
15849194,0021-9258
31402550,1521-3773
26942878,1949-2553
33514865,2399-3642
22527432,1545-9616
16539375,0022-2623
24138221,1462-5822
15868179,0948-6143
18401561,1559-0291
17331185,1742-464X
16690700,0022-3751
19648917,1548-7105
29491154,1098-5514
11753365,1087-0156
36692708,1559-1182
16420457,0953-816X
35123652,2211-1247
28984200,1752-0509
17646931,0300-8177
33477907,2079-6374
21264225,1932-6203
12481102,0032-0889
15582671,0091-3057
23353016,1879-0089
28058796,1525-142X
10774747,1016-8478
12107188,0021-9258
11566065,0006-2979
12616530,0730-2312
24369431,1362-4962
29533121,1362-3095
29146736,1530-6860
10944537,0021-9258
19655790,1526-4602
30397197,2041-1723
15753317,0027-8424
35920641,2050-084X
32399867,1573-6903
24616380,1532-2548
23504771,1552-4930
12565873,0006-291X
32043192,1432-0614
25888034,1750-1326
11956196,0021-9258
12122004,0021-9258
12775461,0265-203X
23785123,1550-6606
22139014,1545-9985
23447597,1529-2401
16973146,0011-2240
21713680,0065-2598
24009496,1553-7358
24081651,1573-6903
12515730,0006-4971
18230359,0014-5793
17559944,0165-2427
31419839,1550-7408
28296577,1555-8584
11416131,0270-7306
11368920,0891-5849
22173815,1559-0720
25934176,1567-1364
11056679,1465-9905
17521961,0006-3002
18697869,0021-972X
34835707,2079-4991
14970237,0021-9258
36333900,1469-8137
17610816,0896-6273
26166760,2042-0226
16785251,0964-6906
15650063,0006-4971
26299053,0535-5133
36709695,1532-3072
36848695,1879-1514
26810478,2051-5960
21948414,1940-6029
16617515,0006-3002
30061392,1091-6490
26584182,1553-7358
11533655,1465-7392
18085719,1075-2617
20020482,1096-987X
30428357,2211-1247
22570500,1091-6490
31649115,2046-6390
17103373,1613-4125
36680791,1540-0514
36798179,2692-8205
30180169,1553-7404
21734034,1098-5514
28972744,1520-5010
38009921,1477-9129
31533039,2211-1247
36745785,1091-6490
34610097,1347-6947
10788708,0304-3940
26420589,2041-1723
33230150,2041-1723
25873668,1460-2431
29688417,1554-6578
31896526,1476-5586
23603494,1095-564X
25232938,1750-2799
27015675,1755-3245
33705947,1873-4847
30741686,1877-718X
21321021,1362-4962
22521292,1879-0631
18770849,1934-9300
15514062,0016-6731
17198389,0006-2960
18762194,1089-8638
20131758,1526-4602
30696530,1560-7917
28089852,1872-7549
15353589,0027-8424
15542864,1535-9476
19943616,1520-4995
15886098,0960-9822
24865970,1098-5549
16678800,0006-2952
11204566,0340-6245
27561213,2045-2322
23122095,1873-7072
20167598,1083-351X
28049659,1477-9129
35361767,2041-1723
26679294,2045-2322
20813405,1878-5905
23322040,2041-1723
30340407,1422-0067
11971654,0014-4894
30642988,1098-5530
30048127,1520-6882
21640080,1090-2104
19564817,1643-3750
16946133,1524-4571
28843065,1878-5905
16482104,0023-6837
15819567,0020-1669
20504766,1083-351X
30934618,2072-6651
31981419,1469-8137
11042209,0021-9258
11049984,0006-4971
18507870,1476-9255
22028914,1932-6203
15835784,0026-3656
20358245,1439-0973
24739216,1465-2080
26522943,2041-1723
21962331,1873-2402
17194772,0016-6731
29618424,1011-601X
12153714,0021-924X
14766849,0095-1137
32360973,1879-3185
12750154,0006-4971
35988977,1879-1344
22419042,1523-1755
22634003,1090-2104
26400965,1541-6100
26479411,2159-3345
11680513,0161-6412
31242666,1660-4601
11907028,0021-9258
17172470,0021-9258
29891717,1091-6490
36931470,1873-4995
29072558,1465-2080
17483454,0027-8424
26414010,1878-1810
29734661,1422-0067
12384698,0028-0836
36230949,2073-4409
35104206,2057-5858
21829169,1460-2075
15367656,0270-7306
21199673,1095-9947
24327760,1937-9145
18701195,1558-1497
25958681,0001-6209
34302669,1940-6029
11694457,1044-1549
24680821,1090-2104
28702320,2212-8778
24385917,1553-7404
20066663,1469-896X
31801417,1544-2217
19199626,1520-5126
26976571,1091-6490
21502508,1091-6490
16911468,1478-3223
38416718,1522-1598
26471709,1872-7786
25510188,1475-2859
32488085,2041-1723
19209727,2335-6928
22307604,1091-6490
27215384,1098-5549
34448544,1861-471X
28458158,1950-6007
37742070,1542-0086
29171254,1520-6882
24466319,1932-6203
15544356,0006-2960
15828771,0003-2700
18948619,1524-4571
31855723,1873-264X
11920168,1466-4860
33938820,0304-4920
35333175,2050-084X
27811966,2045-2322
16408208,0032-0935
25184225,1470-8728
24843142,1091-6490
19596240,1097-4172
18824333,1873-4367
31059060,1791-3004
34781821,1949-0984
20813166,1873-7544
11458112,0022-5347
35536443,1432-0878
33767593,1449-2288
23274451,1872-9754
24469108,2159-8290
15113919,0022-538X
26684344,1439-7633
17894861,1749-8104
27562802,1879-1166
18337571,1098-5514
11106427,0014-2956
21177483,1532-298X
36092430,1664-462X
25052369,1538-0254
31608791,2222-1751
22937744,1471-2164
16365300,0027-8424
12458213,0021-9258
19373774,1097-0169
37143667,1664-3224
20404506,1551-4005
32052965,1549-960X
22387759,1872-9428
27079852,1937-335X
38247327,1745-7270
32699205,2041-4889
30606476,1090-2104
27101289,1932-6203
31659163,2041-1723
25480940,1535-9786
20726722,1938-5404
18495394,0378-8741
22539017,1432-0533
31398269,1750-3639
32365749,1422-0067
21460213,1083-351X
28129564,1872-8227
31056283,1097-4172
16766666,0032-0889
